set,image,mosaic,image_fn,mosaic_fn,mosaiced_fn,method,n,alpha,kappa,usm,demosaic_fn,PSNRAll,PSNRGray,PSNRR,PSNRG,PSNRB,SSIMAll,SSIMGray,SSIMR,SSIMG,SSIMB
IMAX,01.png,amba1,../images/imagesIMAX/McM/01.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm01.tiff,iso,50,0.24,,,../images_demosaiced/IMAX_01.png_amba1_iso_n050.png,3.388909e+01,3.400565e+01,3.464393e+01,3.338843e+01,3.372982e+01,3.388909e+01,3.400565e+01,3.464393e+01,3.338843e+01,3.372982e+01
IMAX,01.png,amba1,../images/imagesIMAX/McM/01.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm01.tiff,ani,50,0.24,4.0,0.0,../images_demosaiced/IMAX_01.png_amba1_ani_n050_k4_u0.png,3.494390e+01,3.584180e+01,3.577018e+01,3.484616e+01,3.433505e+01,3.494390e+01,3.584180e+01,3.577018e+01,3.484616e+01,3.433505e+01
IMAX,01.png,amba1,../images/imagesIMAX/McM/01.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm01.tiff,ani,50,0.24,3.0,1.0,../images_demosaiced/IMAX_01.png_amba1_ani_n050_k3_u1.png,3.482076e+01,3.567566e+01,3.553721e+01,3.477570e+01,3.424543e+01,3.482076e+01,3.567566e+01,3.553721e+01,3.477570e+01,3.424543e+01
IMAX,01.png,amba1,../images/imagesIMAX/McM/01.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm01.tiff,aniL,50,0.24,4.0,0.0,../images_demosaiced/IMAX_01.png_amba1_aniL_n050_k4_u0.png,3.441654e+01,3.492458e+01,3.519975e+01,3.399023e+01,3.415582e+01,3.441654e+01,3.492458e+01,3.519975e+01,3.399023e+01,3.415582e+01
IMAX,01.png,amba1,../images/imagesIMAX/McM/01.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm01.tiff,aniL,50,0.24,3.0,1.0,../images_demosaiced/IMAX_01.png_amba1_aniL_n050_k3_u1.png,3.423141e+01,3.463740e+01,3.501591e+01,3.376164e+01,3.401528e+01,3.423141e+01,3.463740e+01,3.501591e+01,3.376164e+01,3.401528e+01
IMAX,01.png,amba1,../images/imagesIMAX/McM/01.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm01.tiff,nonlin,200,0.24,4.0,,../images_demosaiced/IMAX_01.png_amba1_nonlin_n200_k4.png,3.399884e+01,3.427552e+01,3.430789e+01,3.402064e+01,3.369004e+01,3.399884e+01,3.427552e+01,3.430789e+01,3.402064e+01,3.369004e+01
IMAX,01.png,amba1,../images/imagesIMAX/McM/01.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm01.tiff,nonlin,100,0.24,3.0,,../images_demosaiced/IMAX_01.png_amba1_nonlin_n100_k3.png,3.433724e+01,3.471371e+01,3.476165e+01,3.422381e+01,3.405705e+01,3.433724e+01,3.471371e+01,3.476165e+01,3.422381e+01,3.405705e+01
IMAX,01.png,amba1,../images/imagesIMAX/McM/01.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm01.tiff,nonlin,100,0.24,2.0,,../images_demosaiced/IMAX_01.png_amba1_nonlin_n100_k2.png,3.442103e+01,3.479182e+01,3.492172e+01,3.414218e+01,3.423995e+01,3.442103e+01,3.479182e+01,3.492172e+01,3.414218e+01,3.423995e+01
IMAX,02.png,amba1,../images/imagesIMAX/McM/02.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm02.tiff,iso,50,0.24,,,../images_demosaiced/IMAX_02.png_amba1_iso_n050.png,3.619796e+01,3.693974e+01,3.676713e+01,3.626945e+01,3.563212e+01,3.619796e+01,3.693974e+01,3.676713e+01,3.626945e+01,3.563212e+01
IMAX,02.png,amba1,../images/imagesIMAX/McM/02.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm02.tiff,ani,50,0.24,4.0,0.0,../images_demosaiced/IMAX_02.png_amba1_ani_n050_k4_u0.png,3.819564e+01,4.044884e+01,3.892323e+01,3.886706e+01,3.706458e+01,3.819564e+01,4.044884e+01,3.892323e+01,3.886706e+01,3.706458e+01
IMAX,02.png,amba1,../images/imagesIMAX/McM/02.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm02.tiff,ani,50,0.24,3.0,1.0,../images_demosaiced/IMAX_02.png_amba1_ani_n050_k3_u1.png,3.818524e+01,4.057309e+01,3.869179e+01,3.900955e+01,3.710306e+01,3.818524e+01,4.057309e+01,3.869179e+01,3.900955e+01,3.710306e+01
IMAX,02.png,amba1,../images/imagesIMAX/McM/02.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm02.tiff,aniL,50,0.24,4.0,0.0,../images_demosaiced/IMAX_02.png_amba1_aniL_n050_k4_u0.png,3.699688e+01,3.836149e+01,3.759358e+01,3.722599e+01,3.627894e+01,3.699688e+01,3.836149e+01,3.759358e+01,3.722599e+01,3.627894e+01
IMAX,02.png,amba1,../images/imagesIMAX/McM/02.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm02.tiff,aniL,50,0.24,3.0,1.0,../images_demosaiced/IMAX_02.png_amba1_aniL_n050_k3_u1.png,3.669826e+01,3.789347e+01,3.726243e+01,3.685755e+01,3.606179e+01,3.669826e+01,3.789347e+01,3.726243e+01,3.685755e+01,3.606179e+01
IMAX,02.png,amba1,../images/imagesIMAX/McM/02.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm02.tiff,nonlin,200,0.24,4.0,,../images_demosaiced/IMAX_02.png_amba1_nonlin_n200_k4.png,3.722547e+01,3.890872e+01,3.714268e+01,3.802559e+01,3.662222e+01,3.722547e+01,3.890872e+01,3.714268e+01,3.802559e+01,3.662222e+01
IMAX,02.png,amba1,../images/imagesIMAX/McM/02.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm02.tiff,nonlin,100,0.24,3.0,,../images_demosaiced/IMAX_02.png_amba1_nonlin_n100_k3.png,3.731330e+01,3.901482e+01,3.737359e+01,3.798773e+01,3.667762e+01,3.731330e+01,3.901482e+01,3.737359e+01,3.798773e+01,3.667762e+01
IMAX,02.png,amba1,../images/imagesIMAX/McM/02.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm02.tiff,nonlin,100,0.24,2.0,,../images_demosaiced/IMAX_02.png_amba1_nonlin_n100_k2.png,3.709048e+01,3.859565e+01,3.728141e+01,3.757644e+01,3.648776e+01,3.709048e+01,3.859565e+01,3.728141e+01,3.757644e+01,3.648776e+01
IMAX,03.png,amba1,../images/imagesIMAX/McM/03.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm03.tiff,iso,50,0.24,,,../images_demosaiced/IMAX_03.png_amba1_iso_n050.png,3.372189e+01,3.360326e+01,3.426132e+01,3.353322e+01,3.341830e+01,3.372189e+01,3.360326e+01,3.426132e+01,3.353322e+01,3.341830e+01
IMAX,03.png,amba1,../images/imagesIMAX/McM/03.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm03.tiff,ani,50,0.24,4.0,0.0,../images_demosaiced/IMAX_03.png_amba1_ani_n050_k4_u0.png,3.615533e+01,3.726313e+01,3.712039e+01,3.606250e+01,3.544515e+01,3.615533e+01,3.726313e+01,3.712039e+01,3.606250e+01,3.544515e+01
IMAX,03.png,amba1,../images/imagesIMAX/McM/03.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm03.tiff,ani,50,0.24,3.0,1.0,../images_demosaiced/IMAX_03.png_amba1_ani_n050_k3_u1.png,3.667433e+01,3.813192e+01,3.773135e+01,3.659380e+01,3.589224e+01,3.667433e+01,3.813192e+01,3.773135e+01,3.659380e+01,3.589224e+01
IMAX,03.png,amba1,../images/imagesIMAX/McM/03.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm03.tiff,aniL,50,0.24,4.0,0.0,../images_demosaiced/IMAX_03.png_amba1_aniL_n050_k4_u0.png,3.495589e+01,3.555214e+01,3.569657e+01,3.482184e+01,3.444262e+01,3.495589e+01,3.555214e+01,3.569657e+01,3.482184e+01,3.444262e+01
IMAX,03.png,amba1,../images/imagesIMAX/McM/03.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm03.tiff,aniL,50,0.24,3.0,1.0,../images_demosaiced/IMAX_03.png_amba1_aniL_n050_k3_u1.png,3.460468e+01,3.512493e+01,3.529659e+01,3.447872e+01,3.412085e+01,3.460468e+01,3.512493e+01,3.529659e+01,3.447872e+01,3.412085e+01
IMAX,03.png,amba1,../images/imagesIMAX/McM/03.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm03.tiff,nonlin,200,0.24,4.0,,../images_demosaiced/IMAX_03.png_amba1_nonlin_n200_k4.png,3.671787e+01,3.797043e+01,3.744726e+01,3.657545e+01,3.622078e+01,3.671787e+01,3.797043e+01,3.744726e+01,3.657545e+01,3.622078e+01
IMAX,03.png,amba1,../images/imagesIMAX/McM/03.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm03.tiff,nonlin,100,0.24,3.0,,../images_demosaiced/IMAX_03.png_amba1_nonlin_n100_k3.png,3.634418e+01,3.747165e+01,3.701632e+01,3.619732e+01,3.589490e+01,3.634418e+01,3.747165e+01,3.701632e+01,3.619732e+01,3.589490e+01
IMAX,03.png,amba1,../images/imagesIMAX/McM/03.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm03.tiff,nonlin,100,0.24,2.0,,../images_demosaiced/IMAX_03.png_amba1_nonlin_n100_k2.png,3.560133e+01,3.634903e+01,3.621797e+01,3.541265e+01,3.523518e+01,3.560133e+01,3.634903e+01,3.621797e+01,3.541265e+01,3.523518e+01
IMAX,04.png,amba1,../images/imagesIMAX/McM/04.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm04.tiff,iso,50,0.24,,,../images_demosaiced/IMAX_04.png_amba1_iso_n050.png,3.500017e+01,3.506386e+01,3.554839e+01,3.526920e+01,3.428631e+01,3.500017e+01,3.506386e+01,3.554839e+01,3.526920e+01,3.428631e+01
IMAX,04.png,amba1,../images/imagesIMAX/McM/04.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm04.tiff,ani,50,0.24,4.0,0.0,../images_demosaiced/IMAX_04.png_amba1_ani_n050_k4_u0.png,3.907503e+01,4.104850e+01,4.001287e+01,3.992100e+01,3.770397e+01,3.907503e+01,4.104850e+01,4.001287e+01,3.992100e+01,3.770397e+01
IMAX,04.png,amba1,../images/imagesIMAX/McM/04.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm04.tiff,ani,50,0.24,3.0,1.0,../images_demosaiced/IMAX_04.png_amba1_ani_n050_k3_u1.png,3.944675e+01,4.183617e+01,4.036486e+01,4.045489e+01,3.799258e+01,3.944675e+01,4.183617e+01,4.036486e+01,4.045489e+01,3.799258e+01
IMAX,04.png,amba1,../images/imagesIMAX/McM/04.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm04.tiff,aniL,50,0.24,4.0,0.0,../images_demosaiced/IMAX_04.png_amba1_aniL_n050_k4_u0.png,3.818722e+01,3.994779e+01,3.902075e+01,3.910218e+01,3.683717e+01,3.818722e+01,3.994779e+01,3.902075e+01,3.910218e+01,3.683717e+01
IMAX,04.png,amba1,../images/imagesIMAX/McM/04.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm04.tiff,aniL,50,0.24,3.0,1.0,../images_demosaiced/IMAX_04.png_amba1_aniL_n050_k3_u1.png,3.705969e+01,3.882437e+01,3.768870e+01,3.814946e+01,3.573467e+01,3.705969e+01,3.882437e+01,3.768870e+01,3.814946e+01,3.573467e+01
IMAX,04.png,amba1,../images/imagesIMAX/McM/04.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm04.tiff,nonlin,200,0.24,4.0,,../images_demosaiced/IMAX_04.png_amba1_nonlin_n200_k4.png,3.964640e+01,4.205838e+01,4.015538e+01,4.109322e+01,3.820402e+01,3.964640e+01,4.205838e+01,4.015538e+01,4.109322e+01,3.820402e+01
IMAX,04.png,amba1,../images/imagesIMAX/McM/04.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm04.tiff,nonlin,100,0.24,3.0,,../images_demosaiced/IMAX_04.png_amba1_nonlin_n100_k3.png,3.917468e+01,4.145359e+01,3.967951e+01,4.048982e+01,3.780426e+01,3.917468e+01,4.145359e+01,3.967951e+01,4.048982e+01,3.780426e+01
IMAX,04.png,amba1,../images/imagesIMAX/McM/04.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm04.tiff,nonlin,100,0.24,2.0,,../images_demosaiced/IMAX_04.png_amba1_nonlin_n100_k2.png,3.809810e+01,3.990759e+01,3.860956e+01,3.935848e+01,3.675316e+01,3.809810e+01,3.990759e+01,3.860956e+01,3.935848e+01,3.675316e+01
IMAX,05.png,amba1,../images/imagesIMAX/McM/05.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm05.tiff,iso,50,0.24,,,../images_demosaiced/IMAX_05.png_amba1_iso_n050.png,3.657652e+01,3.769752e+01,3.892291e+01,3.640103e+01,3.518977e+01,3.657652e+01,3.769752e+01,3.892291e+01,3.640103e+01,3.518977e+01
IMAX,05.png,amba1,../images/imagesIMAX/McM/05.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm05.tiff,ani,50,0.24,4.0,0.0,../images_demosaiced/IMAX_05.png_amba1_ani_n050_k4_u0.png,3.851244e+01,4.075504e+01,4.081278e+01,3.889149e+01,3.676666e+01,3.851244e+01,4.075504e+01,4.081278e+01,3.889149e+01,3.676666e+01
IMAX,05.png,amba1,../images/imagesIMAX/McM/05.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm05.tiff,ani,50,0.24,3.0,1.0,../images_demosaiced/IMAX_05.png_amba1_ani_n050_k3_u1.png,3.836674e+01,4.057606e+01,4.051951e+01,3.878202e+01,3.665812e+01,3.836674e+01,4.057606e+01,4.051951e+01,3.878202e+01,3.665812e+01
IMAX,05.png,amba1,../images/imagesIMAX/McM/05.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm05.tiff,aniL,50,0.24,4.0,0.0,../images_demosaiced/IMAX_05.png_amba1_aniL_n050_k4_u0.png,3.732557e+01,3.904469e+01,3.976047e+01,3.732600e+01,3.577445e+01,3.732557e+01,3.904469e+01,3.976047e+01,3.732600e+01,3.577445e+01
IMAX,05.png,amba1,../images/imagesIMAX/McM/05.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm05.tiff,aniL,50,0.24,3.0,1.0,../images_demosaiced/IMAX_05.png_amba1_aniL_n050_k3_u1.png,3.698034e+01,3.848993e+01,3.938782e+01,3.688790e+01,3.550656e+01,3.698034e+01,3.848993e+01,3.938782e+01,3.688790e+01,3.550656e+01
IMAX,05.png,amba1,../images/imagesIMAX/McM/05.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm05.tiff,nonlin,200,0.24,4.0,,../images_demosaiced/IMAX_05.png_amba1_nonlin_n200_k4.png,3.738817e+01,3.853187e+01,3.841528e+01,3.765716e+01,3.634782e+01,3.738817e+01,3.853187e+01,3.841528e+01,3.765716e+01,3.634782e+01
IMAX,05.png,amba1,../images/imagesIMAX/McM/05.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm05.tiff,nonlin,100,0.24,3.0,,../images_demosaiced/IMAX_05.png_amba1_nonlin_n100_k3.png,3.770919e+01,3.910986e+01,3.895124e+01,3.786489e+01,3.662372e+01,3.770919e+01,3.910986e+01,3.895124e+01,3.786489e+01,3.662372e+01
IMAX,05.png,amba1,../images/imagesIMAX/McM/05.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm05.tiff,nonlin,100,0.24,2.0,,../images_demosaiced/IMAX_05.png_amba1_nonlin_n100_k2.png,3.761889e+01,3.907914e+01,3.926882e+01,3.763126e+01,3.641669e+01,3.761889e+01,3.907914e+01,3.926882e+01,3.763126e+01,3.641669e+01
IMAX,06.png,amba1,../images/imagesIMAX/McM/06.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm06.tiff,iso,50,0.24,,,../images_demosaiced/IMAX_06.png_amba1_iso_n050.png,3.795857e+01,3.947901e+01,3.944734e+01,3.749688e+01,3.724690e+01,3.795857e+01,3.947901e+01,3.944734e+01,3.749688e+01,3.724690e+01
IMAX,06.png,amba1,../images/imagesIMAX/McM/06.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm06.tiff,ani,50,0.24,4.0,0.0,../images_demosaiced/IMAX_06.png_amba1_ani_n050_k4_u0.png,3.971483e+01,4.192389e+01,4.137169e+01,3.966612e+01,3.855578e+01,3.971483e+01,4.192389e+01,4.137169e+01,3.966612e+01,3.855578e+01
IMAX,06.png,amba1,../images/imagesIMAX/McM/06.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm06.tiff,ani,50,0.24,3.0,1.0,../images_demosaiced/IMAX_06.png_amba1_ani_n050_k3_u1.png,3.900675e+01,4.098514e+01,4.058978e+01,3.886330e+01,3.796228e+01,3.900675e+01,4.098514e+01,4.058978e+01,3.886330e+01,3.796228e+01
IMAX,06.png,amba1,../images/imagesIMAX/McM/06.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm06.tiff,aniL,50,0.24,4.0,0.0,../images_demosaiced/IMAX_06.png_amba1_aniL_n050_k4_u0.png,3.836531e+01,4.014297e+01,3.999933e+01,3.795764e+01,3.751900e+01,3.836531e+01,4.014297e+01,3.999933e+01,3.795764e+01,3.751900e+01
IMAX,06.png,amba1,../images/imagesIMAX/McM/06.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm06.tiff,aniL,50,0.24,3.0,1.0,../images_demosaiced/IMAX_06.png_amba1_aniL_n050_k3_u1.png,3.812437e+01,3.977561e+01,3.968885e+01,3.767647e+01,3.735488e+01,3.812437e+01,3.977561e+01,3.968885e+01,3.767647e+01,3.735488e+01
IMAX,06.png,amba1,../images/imagesIMAX/McM/06.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm06.tiff,nonlin,200,0.24,4.0,,../images_demosaiced/IMAX_06.png_amba1_nonlin_n200_k4.png,3.712390e+01,3.786756e+01,3.803974e+01,3.688398e+01,3.658032e+01,3.712390e+01,3.786756e+01,3.803974e+01,3.688398e+01,3.658032e+01
IMAX,06.png,amba1,../images/imagesIMAX/McM/06.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm06.tiff,nonlin,100,0.24,3.0,,../images_demosaiced/IMAX_06.png_amba1_nonlin_n100_k3.png,3.770712e+01,3.886992e+01,3.876869e+01,3.742787e+01,3.709846e+01,3.770712e+01,3.886992e+01,3.876869e+01,3.742787e+01,3.709846e+01
IMAX,06.png,amba1,../images/imagesIMAX/McM/06.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm06.tiff,nonlin,100,0.24,2.0,,../images_demosaiced/IMAX_06.png_amba1_nonlin_n100_k2.png,3.814927e+01,3.962470e+01,3.934811e+01,3.785358e+01,3.746459e+01,3.814927e+01,3.962470e+01,3.934811e+01,3.785358e+01,3.746459e+01
IMAX,07.png,amba1,../images/imagesIMAX/McM/07.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm07.tiff,iso,50,0.24,,,../images_demosaiced/IMAX_07.png_amba1_iso_n050.png,3.515588e+01,3.570810e+01,3.581431e+01,3.501584e+01,3.471085e+01,3.515588e+01,3.570810e+01,3.581431e+01,3.501584e+01,3.471085e+01
IMAX,07.png,amba1,../images/imagesIMAX/McM/07.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm07.tiff,ani,50,0.24,4.0,0.0,../images_demosaiced/IMAX_07.png_amba1_ani_n050_k4_u0.png,3.733808e+01,3.901958e+01,3.829515e+01,3.739487e+01,3.650747e+01,3.733808e+01,3.901958e+01,3.829515e+01,3.739487e+01,3.650747e+01
IMAX,07.png,amba1,../images/imagesIMAX/McM/07.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm07.tiff,ani,50,0.24,3.0,1.0,../images_demosaiced/IMAX_07.png_amba1_ani_n050_k3_u1.png,3.795281e+01,3.984021e+01,3.894592e+01,3.803330e+01,3.707935e+01,3.795281e+01,3.984021e+01,3.894592e+01,3.803330e+01,3.707935e+01
IMAX,07.png,amba1,../images/imagesIMAX/McM/07.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm07.tiff,aniL,50,0.24,4.0,0.0,../images_demosaiced/IMAX_07.png_amba1_aniL_n050_k4_u0.png,3.562528e+01,3.641630e+01,3.630135e+01,3.550120e+01,3.515186e+01,3.562528e+01,3.641630e+01,3.630135e+01,3.550120e+01,3.515186e+01
IMAX,07.png,amba1,../images/imagesIMAX/McM/07.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm07.tiff,aniL,50,0.24,3.0,1.0,../images_demosaiced/IMAX_07.png_amba1_aniL_n050_k3_u1.png,3.545683e+01,3.618732e+01,3.612401e+01,3.532130e+01,3.500084e+01,3.545683e+01,3.618732e+01,3.612401e+01,3.532130e+01,3.500084e+01
IMAX,07.png,amba1,../images/imagesIMAX/McM/07.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm07.tiff,nonlin,200,0.24,4.0,,../images_demosaiced/IMAX_07.png_amba1_nonlin_n200_k4.png,3.809415e+01,3.999981e+01,3.856352e+01,3.815066e+01,3.761998e+01,3.809415e+01,3.999981e+01,3.856352e+01,3.815066e+01,3.761998e+01
IMAX,07.png,amba1,../images/imagesIMAX/McM/07.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm07.tiff,nonlin,100,0.24,3.0,,../images_demosaiced/IMAX_07.png_amba1_nonlin_n100_k3.png,3.707799e+01,3.871394e+01,3.765118e+01,3.705477e+01,3.659247e+01,3.707799e+01,3.871394e+01,3.765118e+01,3.705477e+01,3.659247e+01
IMAX,07.png,amba1,../images/imagesIMAX/McM/07.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm07.tiff,nonlin,100,0.24,2.0,,../images_demosaiced/IMAX_07.png_amba1_nonlin_n100_k2.png,3.612229e+01,3.728654e+01,3.673216e+01,3.600300e+01,3.569589e+01,3.612229e+01,3.728654e+01,3.673216e+01,3.600300e+01,3.569589e+01
IMAX,08.png,amba1,../images/imagesIMAX/McM/08.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm08.tiff,iso,50,0.24,,,../images_demosaiced/IMAX_08.png_amba1_iso_n050.png,3.743480e+01,3.750545e+01,3.777653e+01,3.734222e+01,3.720588e+01,3.743480e+01,3.750545e+01,3.777653e+01,3.734222e+01,3.720588e+01
IMAX,08.png,amba1,../images/imagesIMAX/McM/08.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm08.tiff,ani,50,0.24,4.0,0.0,../images_demosaiced/IMAX_08.png_amba1_ani_n050_k4_u0.png,4.017791e+01,4.175341e+01,4.081369e+01,4.030433e+01,3.951512e+01,4.017791e+01,4.175341e+01,4.081369e+01,4.030433e+01,3.951512e+01
IMAX,08.png,amba1,../images/imagesIMAX/McM/08.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm08.tiff,ani,50,0.24,3.0,1.0,../images_demosaiced/IMAX_08.png_amba1_ani_n050_k3_u1.png,4.059203e+01,4.242600e+01,4.100760e+01,4.079934e+01,4.003113e+01,4.059203e+01,4.242600e+01,4.100760e+01,4.079934e+01,4.003113e+01
IMAX,08.png,amba1,../images/imagesIMAX/McM/08.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm08.tiff,aniL,50,0.24,4.0,0.0,../images_demosaiced/IMAX_08.png_amba1_aniL_n050_k4_u0.png,3.851148e+01,3.926441e+01,3.886188e+01,3.848699e+01,3.821011e+01,3.851148e+01,3.926441e+01,3.886188e+01,3.848699e+01,3.821011e+01
IMAX,08.png,amba1,../images/imagesIMAX/McM/08.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm08.tiff,aniL,50,0.24,3.0,1.0,../images_demosaiced/IMAX_08.png_amba1_aniL_n050_k3_u1.png,3.815323e+01,3.874648e+01,3.847447e+01,3.807413e+01,3.792929e+01,3.815323e+01,3.874648e+01,3.847447e+01,3.807413e+01,3.792929e+01
IMAX,08.png,amba1,../images/imagesIMAX/McM/08.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm08.tiff,nonlin,200,0.24,4.0,,../images_demosaiced/IMAX_08.png_amba1_nonlin_n200_k4.png,4.021826e+01,4.164417e+01,4.028224e+01,4.028486e+01,4.009055e+01,4.021826e+01,4.164417e+01,4.028224e+01,4.028486e+01,4.009055e+01
IMAX,08.png,amba1,../images/imagesIMAX/McM/08.tif,../images/mosaics/amba1mosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/amba1rawmcm08.tiff,nonlin,100,0.24,3.0,,../images_demosaiced/IMAX_08.png_amba1_nonlin_n100_k3.png,3.963096e+01,4.100932e+01,3.970879e+01,3.970255e+01,3.948531e+01,3.963096e+01,4.100932e+01,3.970879e+01,3.970255e+01,3.948531e+01
